"qseqid","ssciname","pident"
"14c64a261a2c85467c78121198a9029fc11c1594","Oncorhynchus tshawytscha","0.994"
"0ff8bedd9525c8af7fd2f00dc71c4070d8235a3f","Oncorhynchus tshawytscha","0.994"
"41ab996f83645faacca468e615e93f366938b784","Oncorhynchus tshawytscha","0.988"
"6f60e53e9925eb1db41284160d30442713b4244b","Clupea pallasii","0.994"
"9a4cfbd9a087a8bd5c1c46395f25a2edc5d840ee","Oncorhynchus tshawytscha","0.988"
"650f562601fd559445a900f991dcc90e3d79249d","Engraulis mordax","1"
"c0cfe17121bac093ed191dafbb3d1623ebc26b84","Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","0.994 | 0.994"
"d2d9f1847025c71ebd60dc7714b964bf5387ca81","Phocoenoides dalli","0.994"
"dbf228b802929df53a750f507413ea30b6a4ef6a","Clupea pallasii","0.988"
"f661edd341bdfcbcfc60d5261f651c96a07ddf22","Unidentified",""
"17fe8195c56e0018b32731664c267976494f3fb5","Larus spp.  ||  Larus argentatus | Larus glaucoides | Larus marinus | Larus smithsonianus","1 | 1 | 1 | 1"
"1c0a486812f77d2ce0ba119a0f2402b02720aa76","Clupea pallasii","0.994"
"8276e849b1dbc5e394e085df7286064785795b36","Clupea pallasii","0.994"
"6f05278ccbfbbfc3499262cfb461ed8f24b45dd4","Anoplarchus spp.  ||  Anoplarchus insignis | Anoplarchus purpurescens","0.994 | 0.994"
"b722011cf06c5bb48aed72f5f237281798ae1364","Sebastes paucispinis","0.994"
"f504f6b1972125030a600727a35ef99411c310af","Oncorhynchus kisutch","0.994"
"e725ee39c7082e8d9642dba61dfb8e12fa30c167","Oncorhynchus tshawytscha","0.994"
"927707059c7f5718de8daae8e4965f5c7a359d21","Clupea pallasii","0.988"
"6746e03ec45086a9c89edf26c587d6e94cfbe26b","Lycodapus mandibularis | Lycodapus microchir","0.994 | 0.988"
"528323e769a505d353932570734ae106c0716001","Oncorhynchus tshawytscha","0.994"
"2cc0f5fd491a58b7b3764d49adcabbd81dfd35f2","Clupea pallasii","0.988"
"0fcb6874f9365b029acdc910e05870593f5cfdc7","Clupea pallasii","0.994"
"480a22a2bbdacebe68aebdaaa8f16973fa5e5613","Clupea pallasii","0.994"
"b9188662129060c6565ac6f701e024fdf10882d4","Oncorhynchus tshawytscha","0.994"
"47c0059ab492a2d15eb989e07a0b09e175027fb4","Sebastes spp.  ||  Sebastes alutus | Sebastes babcocki | Sebastes brevispinis | Sebastes elongatus | Sebastes emphaeus | Sebastes flavidus | Sebastes helvomaculatus | Sebastes melanops | Sebastes miniatus | Sebastes pinniger | Sebastes rosaceus | Sebastes ruberrimus | Sebastes zacentrus | Sebastes thompsoni | Sebastes joyneri | Sebastes inermis | Sebastes pachycephalus | Sebastes steindachneri | Sebastes taczanowskii | Sebastes aleutianus | Sebastes schlegelii | Sebastes proriger | Sebastes ventricosus | Sebastes nudus | Sebastes cheni | Sebastes baramenuke | Sebastes constellatus | Sebastes eos | Sebastes hubbsi | Sebastes longispinis | Sebastes oculatus | Sebastes owstoni | Sebastes phillipsi | Sebastes wakiyai | Sebastes wilsoni","0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"8f0df9364a01d21d9f981ac600c96abed0e83e67","Phoca spp.  ||  Phoca largha | Phoca vitulina","1 | 1"
"92f97d63b56006ed086ad20f72c758ba061eb812","Apodichthys flavidus","1"
"8cf78b081d7c39e81a67b8aeaa17695c60358a90","Homo sapiens","1"
"5681002d25373b0709e61bcde4aed27c530229d4","Osphranter rufus","0.988"
"df4fae80c470c1e8840fa16b7f3975b164b6b4fd","Oncorhynchus tshawytscha","0.988"
"34140d37af1db350426ba7f9a937b19ee189b852","Sebastes paucispinis","0.994"
"f5830a0fa0f3970d3c4b836cfacb0ffa33ce7839","Bos taurus","0.994"
"bfb1aee35adfea4802d9d59bc8a5e47b77f92722","Clupea pallasii","0.994"
"43444f3cdf5b4a8ade2c405b9dfd3435aa81f2ce","Oncorhynchus tshawytscha","0.994"
"93f76b721404e59595a6aa3417ef82cb1026ffe4","Macropus fuliginosus","1"
"6f15c44437f7ce31d0a433886c4a7af4bd98b904","Orcinus orca","1"
"b3eb3f6d81c3927aaa6a9d48a4da1a70fac1df95","Icichthys lockingtoni","1"
"e5258486c6ef909c9333ebaccdaa2a586b0f05d4","Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","0.994 | 0.994"
"eed44aaf491e69f7057621bfb80dedc1dea4a92e","Homo sapiens","1"
"b1f5ecc9ad5636d44da4a5875439ce0fdb5f0c27","Gibbonsia montereyensis","1"
"5d9ab9485d4035fa7d5f23b4a07ebf85cd1f5218","Osphranter robustus","0.988"
"8e4830787ea0cd106c5235c7b24548f55bfa3bdd","Undefined",""
"4430d4967bf6ca1280f7db4e301a754dac5a06f8","Anoplarchus spp.  ||  Anoplarchus insignis | Anoplarchus purpurescens","0.988 | 0.988"
"9914198877c7e7fd8856406aa4edecd56c40fd46","Undefined",""
"765205657c7e74c4ba9aae71ad429907559a15dc","Oncorhynchus kisutch","0.988"
"aabaacb514c28f7a8f1ea297cb676935daba8092","Diaphus theta","1"
"a966b138919d0354a50d45dc30f8fba8f5361d74","Oncorhynchus tshawytscha","0.994"
"23f58727f8693d9f9bdd6431c16264cc61431e8f","Oncorhynchus tshawytscha","0.988"
"dfd5878829f02483a36d0b60924aa7d5833c1f58","Ammodytes japonicus | Ammodytes personatus | Hyperoplus immaculatus","0.994 | 0.994 | 0.994"
"f4a3e4f6ba8f38ce7b8345acdb55102103c8f010","Oncorhynchus kisutch","0.994"
"092701bd61bab74b22a41a934113a001b07dc2bc","Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
"1257d0e780920ab5034f60fc617e58a9b125feaf","Clupea pallasii","0.988"
"8c9c73613ed377f0a78d21e6a246036d53af0399","Undefined",""
"15b98af9094628915c0b458700b416c6f2de72ce","Oncorhynchus tshawytscha","0.988"
"472f8508dacdfec897917e5295f015f8523d7fc9","Lagenorhynchus obliquidens","1"
"1a70c56bbc73da55ccbe27cacb116267f8e2d66f","Oncorhynchus tshawytscha","0.988"
"7f85cb5562e2217bf12e10cbd188298a5f969942","Clupea pallasii","0.994"
"8d6f469c94fd8e615b26a572eab31778b107679b","Homo sapiens","0.994"
"614c7652e2777f7d2f99a74375b6913dd543d507","Oncorhynchus tshawytscha","0.994"
"f0bf0562b2ed12e94effab09c2bc98b700d3e86b","Osphranter rufus","0.988"
"a9db1a5e1e1f5ad189b89b502f9596f60245809c","Clinocottus globiceps","1"
"8bf79831ea40f889edc3fae75ff219b583e27db2","Clupea pallasii","0.994"
"da5b62b4c5997949955c7d45678f71a7f31b116d","Homo sapiens","1"
"fbde2114281c0ae20cdb638b145db936933e4790","Oncorhynchus tshawytscha","0.988"
"5febe28e2af2a4aeb49d66f696af456c7cb8d331","Cleisthenes herzensteini | Cleisthenes pinetorum | Hippoglossoides dubius | Hippoglossoides elassodon | Acanthopsetta nadeshnyi | Hippoglossoides robustus | Limanda sakhalinensis | Hippoglossoides platessoides | Limanda aspera | Pseudopleuronectes americanus","1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1"
"890f97aa283f4e08276f99ca1aa7da208cabc30f","Diaphus theta","1"
"764f0b113a3a9996249fc90c1607ae7bfb3b30ba","Hexagrammos decagrammus","0.994"
"8c941723ea22c9bfa89c949be4360cc610b46eaa","Rhamphocottus richardsonii","1"
"8a502522be819542b808658456e7d0009f9964a1","Oncorhynchus tshawytscha","0.988"
"93ee8e039012a820068542924a92ad1588f4139a","Oncorhynchus kisutch","0.994"
"97ac052ddb3db8ef009ad85492364196bfbb5f7c","Oncorhynchus tshawytscha","0.988"
"56b2b20cf03c23436c7a3693c3fb6d3fdc17ccc2","Lipolagus ochotensis","1"
"d7e4cbb3a05c61f87f728f1b99bad4e7be12e56e","Cephalorhynchus heavisidii | Stenella coeruleoalba","0.988 | 0.988"
"e885887f869c3c9b816cd35b6335b151ced244d6","Oncorhynchus tshawytscha","0.988"
"0f135188c985c0e2e2f288712481dafb2f803272","Sebastes spp.  ||  Sebastes caurinus | Sebastes maliger","0.994 | 0.994"
"79129d9ecff1cc60a3d8688a38a6963ba76c648a","Phalacrocorax pelagicus","1"
"e20710620fdb9b5ce97f4467cba7b814280ef771","Oncorhynchus tshawytscha","0.988"
"627c1c3c2a2256e73c1a730d5a09f238e53aa258","Xystreurys liolepis","1"
"0d7534e4d3cda3dcf8cd0e343028fa09d4c9d56c","Oncorhynchus tshawytscha","0.988"
"b63c8a44c1122de0bfffaf7658d239d31c1fa8ec","Stenella coeruleoalba","1"
"477e24693948271de1346a94992dd9c137759a8b","Oncorhynchus tshawytscha","0.988"
"0a20d32afb36ac12ccf3e7f0105f58c5bdf5d600","Osphranter robustus","1"
"c69374ecb29efd4ad9d713c4feff7c25d4a8b7a8","Oncorhynchus tshawytscha","0.988"
"8fb4770df844edaae31820edf063df1b796b5d4c","Oncorhynchus kawamurae | Oncorhynchus keta | Oncorhynchus nerka | gg",""
"96e344c80036e93f558b479d2482c6f46d724af5","Ammodytes japonicus | Ammodytes personatus | Hyperoplus immaculatus","1 | 1 | 1"
"d1666fa4a25e91d1035fbb3b0d22da9233324475","Oncorhynchus kisutch","0.994"
"91aab2b3c53cf63564ad2d736d7e3fa12bd18e2b","Oncorhynchus kisutch","0.988"
"fceeb772091e516c029dc10f062511c6d993cd35","Undefined",""
"9afccb2ea3d931b675cedf1ec21760dbd913e591","Tursiops truncatus","1"
"ae9101bf2dd7cc22b88c399ae1ee6cd12f1ba968","Oncorhynchus tshawytscha","0.988"
"dac700e91432b2e46980eeb5a4146ef2d210f7b2","Oncorhynchus tshawytscha","0.988"
"a2b2261e3751ce5e87b994eb39ba6cb25a160cff","Oncorhynchus kisutch","0.994"
"9a77c65a2d0c460955c33fc58e7162aa05812534","Cymatogaster aggregata","0.994"
"aa6b526729a7472d97116bc23f9e9a81ce5b9991","Sebastes spp.  ||  Sebastes alutus | Sebastes babcocki | Sebastes brevispinis | Sebastes elongatus | Sebastes emphaeus | Sebastes flavidus | Sebastes helvomaculatus | Sebastes melanops | Sebastes miniatus | Sebastes pinniger | Sebastes rosaceus | Sebastes ruberrimus | Sebastes zacentrus | Sebastes thompsoni | Sebastes joyneri | Sebastes inermis | Sebastes pachycephalus | Sebastes steindachneri | Sebastes taczanowskii | Sebastes aleutianus | Sebastes schlegelii | Sebastes proriger | Sebastes ventricosus | Sebastes nudus | Sebastes cheni | Sebastes baramenuke | Sebastes constellatus | Sebastes eos | Sebastes hubbsi | Sebastes longispinis | Sebastes oculatus | Sebastes owstoni | Sebastes phillipsi | Sebastes wakiyai | Sebastes wilsoni","0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988 | 0.988"
"4590e896f059be5983879bb6e84286e33fa15e40","Carcharodon carcharias","1"
"6edd56335cef682aeda2e1a812b03a3f4fc34342","Oncorhynchus kisutch","1"
"c9b2ac58b69c44e7de8a3fddf1bec5f4d5c5500e","Undefined",""
"3c4370466d6aa02482624e26d934fa62268a392f","Cephalorhynchus heavisidii | Lagenorhynchus acutus | Stenella coeruleoalba","0.988 | 0.988 | 0.988"
"dac7eb9755084fd963f54cc2a7bbb07ca9965f04","Oncorhynchus tshawytscha","0.988"
"843f1656a14e577563040e67758347c32306abf5","Undefined",""
"38504a6764c46ea8326ee7bb54e799fd5d6e6385","Oncorhynchus tshawytscha","0.988"
"cbad2d867ec1e12b8f0e610ac360e07d250d4ad4","Xystreurys liolepis","1"
"fee18c6c3ee36f245bc6763ed04c31053740067e","Macropus giganteus","0.988"
"c50dd56655e780e280e5c5e0cc3792c830dbd0ce","Oncorhynchus tshawytscha","0.988"
"1d1600728b2c24bacff401db7ce013ffc6c890e9","Oncorhynchus kisutch","0.988"
"1e6ee3380a8bf057d35ea70cf5fb90207726ecdb","Ceratoscopelus townsendi | Ceratoscopelus warmingii","1 | 0.994"
"cbc0bd2e436a6f16f464638dbe354cfc07004d11","Oncorhynchus tshawytscha","0.994"
"c3cd3ac603a039615837823cfd62d150fa6afa05","Oncorhynchus tshawytscha","0.988"
"0edce3bcd25c2f3bd2403231db5c47877402b077","Delphinus delphis | Globicephala melas | Lagenorhynchus albirostris | Orcinus orca | Stenella coeruleoalba","1 | 1 | 1 | 1 | 1"
"f0a3594cdfc52a89ba561a064761d053ed12663b","Undefined",""
"e9effe5c6e4864e10aa4323f07e717aab4903a09","Orcinus orca | Stenella attenuata | Stenella clymene | Stenella coeruleoalba | Stenella longirostris","0.994 | 0.994 | 0.994 | 0.994 | 0.994"
"6bd6f32447e324cdf909c901796e1b138c283939","Macropus giganteus","0.988"
"5e5dc412b2e5d45811c81843805f6c202765b2b1","Atheresthes evermanni | Atheresthes stomias","1 | 1"
"a3c37534c9c2a270e637ad9f83041e8ff3c4eb43","Enhydra lutris","1"
"6c77be0ab7dc80f6038b5e6f735865c79a900ce9","Oncorhynchus tshawytscha","0.988"
"9c6f0c5e8fbbfaf63c93c4421363a54ca50cd4bd","Undefined",""
"c517d36334571b350ff3e5651a8ee5d236df5543","Macropus giganteus","0.988"
"44674e6e7d20205573fb87a88d418292f424097a","Oncorhynchus tshawytscha","0.994"
"03c35cd2d88292138643530b13b70b85b0125a88","Taurocottus bergii","0.988"
"bbd988ffcb48aa5746b3cb3f18b6243ca3d1c7a6","Brachyistius frenatus","1"
"aadf4002ce87df70f0b9eb9e0e6e0dc120f36e3c","Stenella coeruleoalba | Lagenorhynchus albirostris","0.994 | 0.988"
"8fea6f2faf7d3f436c8507bd77aa9dbf32ad7a26","Macropus giganteus","0.988"
"a41cfdcb442c0c33864509b75a0ce5e1efd97888","Osphranter robustus","0.994"
"ada8b00de9ef530cd8a90308c060032586586d09","Oncorhynchus tshawytscha","0.988"
"33f414f04f67b77e2551443b860851b723139c9d","Thunnus alalunga","0.988"
"99229c06ed922da3ffe405401767dfe6bcf844a5","Somniosus spp.  ||  Somniosus microcephalus | Somniosus pacificus","1 | 1"
"4c02cb46d28425aa2171ead3455780affcb0e3d2","Icelinus spp.  ||  Icelinus filamentosus | Icelinus tenuis","1 | 1"
"a44e0f2c07f908c52e9f61773abab4ad723319cc","Osphranter rufus","0.988"
"851c469c0655d4592ee241159f1519e156477e00","Undefined",""
"8b3a044c8b5446a18f1fdd44ea960449e3c5cd7b","Phalacrocorax pelagicus","1"
"f07b8872105a01c3a5c59a381f070464febb66c7","Phoca vitulina","0.994"
"12fe0d61324261d319dc5f5774e5348d7a163ab3","Peprilus medius | Peprilus simillimus","1 | 1"
"0b1b4e6638c5642d0830e839e119412d160bcc3e","Nannobrachium regale","1"
"34c72e05fee9147682747865dcf4a874e8e6dc29","Atheresthes spp.  ||  Atheresthes evermanni | Atheresthes stomias","1 | 1"
"78b3cf7e5e18ec9a1310ac7b3bff84a153d2073c","Albatrossia pectoralis | Coryphaenoides altipinnis | Coryphaenoides acrolepis | Coryphaenoides longifilis","1 | 1 | 1"
"fc4c999c2696f3280db9277a1758183287ff844a","Brosmophycis marginata","1"
"083a3898f46e53c18f351bcb867377057a5fbf14","Undefined",""
"8209c93b9b2bb6793a53db2208664fca56af9d4d","Salmo trutta","0.963"
"937540b33976b2c778860d22b0cebea261e0ad2b","Bathyraja trachura","0.994"
"965526465ecba1f09b15c902ecc1cba8a14dc0fe","Undefined",""
"916d28329e9608bfd249c7af47e70e28c6d7c07d","Bathyraja trachura","1"
"8d1111b7ee4750f82979a1595c74e9dc2a7aef4c","Squalus acanthias","0.994"
"4a00703e5e80b395a9ccf7ee440fef919661362a","Pholis ornata","1"
"943ca6a371dade9e002a4fb59e3283cfbbb29a68","Eopsetta jordani","1"
"5c22cad2a6062dceb68168e9ed3f4e5728a2b115","Undefined",""
"b288a795920dc4659d6a9aa9c3c99e936f7a9e4c","Lagenorhynchus obliquidens | Orcinus orca","0.982 | 0.982"
"c50e6963e5241fb172b1dd5b7780ab38d2d9c41a","Peponocephala electra","1"
"fc27cd5967a40795a992fc4fc64b28f0a2fd94bf","Homo sapiens","1"
"7d9b68f80edfdac3bcc2082852839a51ee226097","Scorpaena guttata","1"
"6055605b9cbbf5182a9aa67c061e297766bbebcf","Undefined",""
"92be4911b5149610b0ef7f8cef507fb0fbe378dc","Undefined",""
"63473f90db74e7f04895e6f63eeb65e33811e82f","Undefined",""
"32131d2cf1e017a74336d98aa130391d95b5206e","Undefined",""
"61658af968e00d88b7b3b4e5624457d29b67f427","Undefined",""
"d7465bb97050cf8e77e80e2da5db6dbabe728ecf","Eumetopias jubatus","1"
"4e425a62a06a4bc75fd852e02437a475ccb755b0","Sebastes spp.  ||  Sebastes ciliatus | Sebastes crameri | Sebastes variabilis | Sebastes polyspinis | Sebastes reedi","1 | 1 | 1 | 1 | 1"
"5444f051ee83083ff82107815f9192a80820e21a","Diaphus theta","0.987"
"490c23cad74fb04bf2e6eae4f692baadfbb50f83","Icelinus borealis","1"
"50a34d6ac9c35bb526dacdc534195b016d004ec5","Brosmophycis marginata","1"
"6d5f0b702896f8e142e75cb7cd77b1dfbd9b114f","Glyptocephalus stelleri | Glyptocephalus zachirus | Myzopsetta proboscidea","1 | 1 | 1"
"6ab30870f8dbb86abfef07d7ee2394192e931f05","Lycodes cortezianus","1"
"da86e55cb2b03c4f47a877c184e63d907a48bc4e","Gallus gallus","1"
"b308045b3d144a657b672740bfa6ec0f5a0a889d","Notoscopelus resplendens","0.994"
"5fc5bb87af91e5b6e6b45d3319a9ccdd1faa8f58","Lampanyctus tenuiformis","1"
"45fdb114ff4f8cbc4ac53a322f3206d7bcd1d648","Genyonemus lineatus","1"
"3e8b5b5bbfad3868751efd812ca5e6c0ccb13fac","Bathyraja trachura","1"
"35a91375107e2dac9e69feceee93e8ffd45bae0a","Hippoglossina stomata","1"
"a998a3ef064afb94924d3fa6bb6c197a60476745","Apristurus brunneus","1"
